case_id,analyst_id,analyst_name,assigned_date,allocation_status,manager_override
C01392,A011,Patrick Nolan,2026-06-08 13:06:09.141264,Completed,0
C01393,A007,Michael Doyle,2025-11-27 13:06:09.142249,Completed,0
C01394,A007,Michael Doyle,2026-02-25 13:06:09.142249,Completed,1
C01395,A001,John Murphy,2025-09-04 13:06:09.142249,Completed,0
C01396,A010,Laura Hughes,2025-09-17 13:06:09.142249,Completed,0
C01397,A006,Aoife Brennan,2025-08-05 13:06:09.143251,Completed,0
C01398,A004,David Byrne,2026-02-08 13:06:09.143251,Completed,0
C01399,A004,David Byrne,2025-11-13 13:06:09.144250,Completed,0
C01400,A011,Patrick Nolan,2026-04-09 13:06:09.144250,Escalated,0
C01401,A003,Emma Walsh,2026-03-22 13:06:09.144250,Delayed,0
C01402,A013,Brian O'Sullivan,2026-06-19 13:06:09.145251,Escalated,0
C01403,A018,Kevin Reilly,2025-10-05 13:06:09.145251,Delayed,0
C01404,A016,Daniel Clarke,2026-06-16 13:06:09.145251,Completed,0
C01405,A010,Laura Hughes,2025-10-06 13:06:09.146251,Delayed,0
C01406,A001,John Murphy,2025-11-24 13:06:09.146251,Completed,0
C01407,A002,Sarah O'Connor,2025-08-29 13:06:09.146251,Delayed,0
C01408,A004,David Byrne,2026-03-21 13:06:09.147250,Completed,0
C01409,A003,Emma Walsh,2025-07-31 13:06:09.147250,Escalated,0
C01410,A013,Brian O'Sullivan,2026-01-10 13:06:09.147250,Escalated,0
C01411,A016,Daniel Clarke,2025-11-19 13:06:09.147250,Completed,1
C01412,A002,Sarah O'Connor,2026-03-13 13:06:09.148249,Delayed,0
C01413,A006,Aoife Brennan,2025-07-20 13:06:09.148249,Completed,1
C01414,A006,Aoife Brennan,2025-09-27 13:06:09.148249,Completed,0
C01415,A006,Aoife Brennan,2025-11-28 13:06:09.149250,Delayed,0
C01416,A003,Emma Walsh,2025-09-06 13:06:09.149250,Completed,1
C01417,A016,Daniel Clarke,2025-12-06 13:06:09.149250,Completed,0
C01418,A016,Daniel Clarke,2026-05-06 13:06:09.150269,Completed,0
C01419,A007,Michael Doyle,2026-01-01 13:06:09.150269,Completed,1
C01420,A009,Conor Flynn,2025-09-15 13:06:09.150269,Completed,0
C01421,A006,Aoife Brennan,2025-07-21 13:06:09.151266,Completed,0
C01422,A012,Rachel McCarthy,2026-04-13 13:06:09.151579,Completed,0
C01423,A014,James Fitzgerald,2025-12-22 13:06:09.151579,Completed,1
C01424,A001,John Murphy,2026-03-05 13:06:09.151579,Completed,0
C01425,A011,Patrick Nolan,2026-01-09 13:06:09.151579,Completed,1
C01426,A006,Aoife Brennan,2026-03-12 13:06:09.152599,Completed,0
C01427,A001,John Murphy,2025-11-12 13:06:09.152599,Completed,0
C01428,A010,Laura Hughes,2025-11-07 13:06:09.152599,Completed,1
C01429,A010,Laura Hughes,2026-04-19 13:06:09.153596,Completed,0
C01430,A010,Laura Hughes,2026-02-21 13:06:09.153596,Completed,0
C01431,A005,Mark Kelly,2026-04-06 13:06:09.153596,Delayed,0
C01432,A013,Brian O'Sullivan,2026-06-20 13:06:09.153596,Delayed,0
C01433,A007,Michael Doyle,2025-12-10 13:06:09.154581,Completed,0
C01434,A009,Conor Flynn,2026-06-07 13:06:09.154581,Completed,0
C01435,A011,Patrick Nolan,2026-04-02 13:06:09.154581,Completed,0
C01436,A004,David Byrne,2025-07-14 13:06:09.155597,Completed,0
C01437,A001,John Murphy,2026-06-28 13:06:09.155597,Completed,0
C01438,A010,Laura Hughes,2026-03-10 13:06:09.155597,Escalated,0
C01439,A001,John Murphy,2026-04-01 13:06:09.156595,Completed,0
C01440,A012,Rachel McCarthy,2025-12-14 13:06:09.156595,Completed,0
C01441,A018,Kevin Reilly,2026-05-07 13:06:09.156595,Completed,0
C01442,A018,Kevin Reilly,2025-09-22 13:06:09.156595,Delayed,0
C01443,A007,Michael Doyle,2026-03-01 13:06:09.157596,Delayed,0
C01444,A018,Kevin Reilly,2025-11-10 13:06:09.157596,Completed,1
C01445,A005,Mark Kelly,2025-08-28 13:06:09.157596,Completed,0
C01446,A001,John Murphy,2025-08-03 13:06:09.158599,Completed,0
C01447,A007,Michael Doyle,2026-03-07 13:06:09.158599,Completed,0
C01448,A018,Kevin Reilly,2026-01-26 13:06:09.158599,Completed,0
C01449,A002,Sarah O'Connor,2026-03-23 13:06:09.158599,Completed,1
C01450,A010,Laura Hughes,2026-06-02 13:06:09.159581,Completed,0
C01451,A013,Brian O'Sullivan,2025-10-11 13:06:09.159581,Completed,0
C01452,A012,Rachel McCarthy,2026-03-12 13:06:09.159581,Completed,0
C01453,A003,Emma Walsh,2025-11-22 13:06:09.160580,Delayed,0
C01454,A007,Michael Doyle,2026-03-22 13:06:09.160580,Completed,0
C01455,A004,David Byrne,2025-10-24 13:06:09.160580,Delayed,0
C01456,A011,Patrick Nolan,2026-02-25 13:06:09.161597,Delayed,0
C01457,A006,Aoife Brennan,2025-12-06 13:06:09.161597,Completed,0
C01458,A002,Sarah O'Connor,2026-05-20 13:06:09.161597,Completed,0
C01459,A013,Brian O'Sullivan,2026-01-15 13:06:09.161597,Completed,0
C01460,A001,John Murphy,2025-12-06 13:06:09.162726,Completed,0
C01461,A010,Laura Hughes,2026-01-01 13:06:09.162726,Completed,0
C01462,A002,Sarah O'Connor,2025-09-06 13:06:09.162726,Completed,0
C01463,A007,Michael Doyle,2026-04-09 13:06:09.163726,Completed,0
C01464,A011,Patrick Nolan,2026-02-09 13:06:09.163726,Completed,0
C01465,A010,Laura Hughes,2026-06-28 13:06:09.163726,Completed,0
C01466,A014,James Fitzgerald,2025-10-05 13:06:09.164733,Completed,0
C01467,A011,Patrick Nolan,2026-03-13 13:06:09.164733,Delayed,0
C01468,A013,Brian O'Sullivan,2026-05-13 13:06:09.164733,Completed,0
C01469,A010,Laura Hughes,2025-12-07 13:06:09.165707,Completed,1
C01470,A010,Laura Hughes,2026-05-06 13:06:09.165707,Completed,0
C01471,A010,Laura Hughes,2026-03-31 13:06:09.165707,Completed,0
C01472,A001,John Murphy,2026-01-04 13:06:09.166724,Escalated,1
C01473,A001,John Murphy,2025-11-07 13:06:09.166724,Completed,0
C01474,A015,Sophie Bennett,2025-12-02 13:06:09.166724,Escalated,0
C01475,A009,Conor Flynn,2025-12-14 13:06:09.166724,Delayed,1
C01476,A002,Sarah O'Connor,2025-11-24 13:06:09.167723,Delayed,0
C01477,A011,Patrick Nolan,2026-07-06 13:06:09.167723,Completed,1
C01478,A018,Kevin Reilly,2026-06-29 13:06:09.167723,Completed,1
C01479,A002,Sarah O'Connor,2026-07-10 13:06:09.168724,Completed,0
C01480,A011,Patrick Nolan,2026-03-21 13:06:09.168724,Completed,0
C01481,A007,Michael Doyle,2026-01-07 13:06:09.168724,Completed,0
C01482,A010,Laura Hughes,2026-04-12 13:06:09.169724,Completed,1
C01483,A007,Michael Doyle,2026-03-20 13:06:09.169724,Delayed,0
C01484,A001,John Murphy,2025-09-30 13:06:09.169724,Delayed,1
C01485,A001,John Murphy,2026-02-02 13:06:09.169724,Completed,0
C01486,A009,Conor Flynn,2026-01-15 13:06:09.170723,Completed,0
C01487,A011,Patrick Nolan,2025-07-24 13:06:09.170723,Completed,0
C01488,A016,Daniel Clarke,2026-04-18 13:06:09.170723,Completed,0
C01489,A018,Kevin Reilly,2025-11-24 13:06:09.171724,Delayed,0
C01490,A013,Brian O'Sullivan,2025-07-30 13:06:09.171724,Delayed,0
C01491,A016,Daniel Clarke,2026-06-16 13:06:09.171724,Completed,0
C01492,A011,Patrick Nolan,2026-06-27 13:06:09.172723,Completed,1
C01493,A001,John Murphy,2026-02-16 13:06:09.172723,Escalated,0
C01494,A011,Patrick Nolan,2026-04-07 13:06:09.172723,Completed,0
C01495,A010,Laura Hughes,2026-06-30 13:06:09.173726,Completed,0
C01496,A003,Emma Walsh,2026-01-31 13:06:09.173726,Completed,0
C01497,A010,Laura Hughes,2025-10-28 13:06:09.173726,Completed,1
C01498,A016,Daniel Clarke,2026-04-09 13:06:09.173726,Delayed,0
C01499,A001,John Murphy,2026-07-08 13:06:09.174733,Completed,0
C01500,A003,Emma Walsh,2025-12-11 13:06:09.174733,Completed,0
C01501,A010,Laura Hughes,2025-09-12 13:06:09.174733,Completed,0
C01502,A010,Laura Hughes,2026-02-13 13:06:09.175709,Completed,0
C01503,A002,Sarah O'Connor,2026-04-02 13:06:09.175709,Delayed,0
C01504,A007,Michael Doyle,2026-07-07 13:06:09.175709,Delayed,1
C01505,A016,Daniel Clarke,2026-04-16 13:06:09.175709,Completed,0
C01506,A006,Aoife Brennan,2025-10-21 13:06:09.176709,Completed,0
C01507,A001,John Murphy,2025-11-22 13:06:09.176709,Completed,0
C01508,A003,Emma Walsh,2026-03-26 13:06:09.176709,Delayed,0
C01509,A003,Emma Walsh,2026-06-15 13:06:09.177742,Delayed,0
C01510,A016,Daniel Clarke,2025-12-14 13:06:09.177742,Completed,0
C01511,A011,Patrick Nolan,2026-04-16 13:06:09.177742,Completed,0
C01512,A009,Conor Flynn,2026-05-11 13:06:09.178725,Completed,0
C01513,A006,Aoife Brennan,2025-12-19 13:06:09.178725,Delayed,0
C01514,A007,Michael Doyle,2026-05-26 13:06:09.178725,Delayed,0
C01515,A012,Rachel McCarthy,2025-11-15 13:06:09.178725,Completed,0
C01516,A004,David Byrne,2025-11-08 13:06:09.179724,Completed,0
C01517,A013,Brian O'Sullivan,2026-01-22 13:06:09.179724,Completed,1
C01518,A003,Emma Walsh,2026-01-21 13:06:09.179724,Completed,0
C01519,A010,Laura Hughes,2025-07-20 13:06:09.180723,Completed,0
C01520,A013,Brian O'Sullivan,2026-06-16 13:06:09.180723,Delayed,0
C01521,A003,Emma Walsh,2026-02-15 13:06:09.180723,Completed,0
C01522,A008,Niamh Ryan,2025-09-19 13:06:09.181723,Completed,0
C01523,A001,John Murphy,2026-04-05 13:06:09.181723,Completed,0
C01524,A004,David Byrne,2025-09-28 13:06:09.181723,Completed,0
C01525,A018,Kevin Reilly,2026-06-25 13:06:09.182723,Completed,0
C01526,A007,Michael Doyle,2026-04-16 13:06:09.182723,Completed,0
C01527,A006,Aoife Brennan,2026-04-14 13:06:09.182723,Completed,0
C01528,A010,Laura Hughes,2026-02-03 13:06:09.183723,Delayed,1
C01529,A002,Sarah O'Connor,2026-02-09 13:06:09.183723,Completed,0
C01530,A006,Aoife Brennan,2025-12-28 13:06:09.183723,Escalated,0
C01531,A001,John Murphy,2026-05-18 13:06:09.183723,Completed,0
C01532,A006,Aoife Brennan,2026-04-07 13:06:09.184731,Escalated,0
C01533,A003,Emma Walsh,2025-12-22 13:06:09.184731,Completed,0
C01534,A010,Laura Hughes,2026-05-23 13:06:09.184731,Completed,0
C01535,A010,Laura Hughes,2026-06-14 13:06:09.185724,Completed,0
C01536,A001,John Murphy,2025-08-14 13:06:09.185724,Completed,0
C01537,A003,Emma Walsh,2026-02-23 13:06:09.185724,Completed,0
C01538,A014,James Fitzgerald,2026-07-02 13:06:09.185724,Completed,0
C01539,A007,Michael Doyle,2025-08-22 13:06:09.186835,Completed,0
C01540,A008,Niamh Ryan,2025-07-27 13:06:09.186835,Completed,0
C01541,A011,Patrick Nolan,2025-10-28 13:06:09.186835,Delayed,0
C01542,A016,Daniel Clarke,2025-08-04 13:06:09.186835,Completed,0
C01543,A010,Laura Hughes,2025-12-04 13:06:09.187833,Completed,1
C01544,A006,Aoife Brennan,2025-11-30 13:06:09.187833,Delayed,0
C01545,A001,John Murphy,2026-01-06 13:06:09.188833,Escalated,0
C01546,A003,Emma Walsh,2025-07-12 13:06:09.188833,Completed,0
C01547,A009,Conor Flynn,2026-01-23 13:06:09.188833,Completed,1
C01548,A016,Daniel Clarke,2026-03-17 13:06:09.189816,Delayed,0
C01549,A007,Michael Doyle,2025-08-13 13:06:09.189816,Completed,0
C01550,A011,Patrick Nolan,2026-02-18 13:06:09.189816,Completed,0
C01551,A003,Emma Walsh,2026-01-11 13:06:09.189816,Completed,0
C01552,A004,David Byrne,2026-06-05 13:06:09.190815,Completed,0
C01553,A010,Laura Hughes,2026-05-13 13:06:09.190815,Completed,0
C01554,A010,Laura Hughes,2025-10-09 13:06:09.190815,Delayed,0
C01555,A018,Kevin Reilly,2026-05-12 13:06:09.191832,Delayed,0
C01556,A006,Aoife Brennan,2026-02-03 13:06:09.191832,Completed,0
C01557,A003,Emma Walsh,2026-04-24 13:06:09.191832,Completed,0
C01558,A006,Aoife Brennan,2025-11-26 13:06:09.192818,Delayed,0
C01559,A013,Brian O'Sullivan,2025-09-14 13:06:09.192818,Completed,0
C01560,A011,Patrick Nolan,2025-08-12 13:06:09.192818,Completed,0
C01561,A007,Michael Doyle,2025-12-25 13:06:09.192818,Completed,0
C01562,A012,Rachel McCarthy,2026-06-11 13:06:09.193831,Completed,1
C01563,A009,Conor Flynn,2026-03-20 13:06:09.193831,Completed,0
C01564,A018,Kevin Reilly,2026-03-08 13:06:09.193831,Completed,0
C01565,A018,Kevin Reilly,2025-10-12 13:06:09.193831,Completed,0
C01566,A008,Niamh Ryan,2026-03-12 13:06:09.194850,Completed,1
C01567,A003,Emma Walsh,2026-01-15 13:06:09.194850,Delayed,0
C01568,A002,Sarah O'Connor,2026-02-19 13:06:09.194850,Escalated,1
C01569,A013,Brian O'Sullivan,2025-07-31 13:06:09.195833,Escalated,0
C01570,A018,Kevin Reilly,2026-05-03 13:06:09.195833,Completed,0
C01571,A018,Kevin Reilly,2025-08-28 13:06:09.195833,Completed,0
C01572,A006,Aoife Brennan,2026-04-16 13:06:09.195833,Completed,0
C01573,A018,Kevin Reilly,2025-08-29 13:06:09.195833,Completed,0
C01574,A007,Michael Doyle,2026-03-26 13:06:09.196831,Completed,0
C01575,A012,Rachel McCarthy,2026-02-05 13:06:09.196831,Completed,1
C01576,A004,David Byrne,2025-10-27 13:06:09.196831,Completed,0
C01577,A014,James Fitzgerald,2025-11-19 13:06:09.197816,Completed,0
C01578,A016,Daniel Clarke,2026-06-20 13:06:09.197816,Completed,0
C01579,A005,Mark Kelly,2026-01-11 13:06:09.197816,Completed,0
C01580,A006,Aoife Brennan,2025-11-20 13:06:09.198815,Completed,0
C01581,A013,Brian O'Sullivan,2026-02-07 13:06:09.198815,Completed,0
C01582,A016,Daniel Clarke,2025-12-07 13:06:09.198815,Completed,0
C01583,A002,Sarah O'Connor,2026-05-29 13:06:09.199832,Delayed,0
C01584,A018,Kevin Reilly,2026-03-09 13:06:09.199832,Completed,1
C01585,A010,Laura Hughes,2025-11-15 13:06:09.199832,Completed,0
C01586,A001,John Murphy,2026-03-01 13:06:09.199832,Completed,0
C01587,A003,Emma Walsh,2026-05-07 13:06:09.200832,Completed,0
C01588,A007,Michael Doyle,2026-03-14 13:06:09.200832,Completed,0
C01589,A001,John Murphy,2025-09-05 13:06:09.200832,Completed,1
C01590,A010,Laura Hughes,2026-03-23 13:06:09.201941,Completed,0
C01591,A015,Sophie Bennett,2025-07-18 13:06:09.201941,Completed,0
C01592,A018,Kevin Reilly,2025-12-09 13:06:09.201941,Completed,0
C01593,A002,Sarah O'Connor,2025-10-29 13:06:09.201941,Delayed,1
C01594,A003,Emma Walsh,2025-10-15 13:06:09.202958,Completed,0
C01595,A005,Mark Kelly,2026-01-08 13:06:09.202958,Escalated,0
C01596,A009,Conor Flynn,2026-06-06 13:06:09.202958,Completed,0
C01597,A009,Conor Flynn,2026-04-16 13:06:09.202958,Delayed,0
C01598,A005,Mark Kelly,2026-06-11 13:06:09.203942,Completed,0
C01599,A008,Niamh Ryan,2026-02-27 13:06:09.203942,Completed,0
C01600,A015,Sophie Bennett,2026-03-07 13:06:09.203942,Completed,0
C01601,A003,Emma Walsh,2026-03-07 13:06:09.204944,Completed,0
C01602,A016,Daniel Clarke,2026-04-07 13:06:09.204944,Completed,0
C01603,A013,Brian O'Sullivan,2026-01-12 13:06:09.205944,Delayed,0
C01604,A003,Emma Walsh,2026-02-28 13:06:09.205944,Delayed,0
C01605,A009,Conor Flynn,2026-04-08 13:06:09.205944,Completed,0
C01606,A016,Daniel Clarke,2026-03-15 13:06:09.206944,Completed,0
C01607,A016,Daniel Clarke,2026-01-29 13:06:09.206944,Delayed,0
C01608,A002,Sarah O'Connor,2026-04-08 13:06:09.206944,Escalated,0
C01609,A002,Sarah O'Connor,2026-01-10 13:06:09.207943,Delayed,0
C01610,A007,Michael Doyle,2025-11-12 13:06:09.207943,Completed,0
C01611,A004,David Byrne,2026-03-27 13:06:09.207943,Completed,0
C01612,A002,Sarah O'Connor,2026-04-13 13:06:09.208943,Completed,0
C01613,A002,Sarah O'Connor,2025-12-03 13:06:09.208943,Escalated,0
C01614,A002,Sarah O'Connor,2026-06-08 13:06:09.208943,Delayed,0
C01615,A010,Laura Hughes,2026-05-01 13:06:09.209942,Completed,0
C01616,A015,Sophie Bennett,2026-05-25 13:06:09.209942,Escalated,0
C01617,A006,Aoife Brennan,2026-06-29 13:06:09.209942,Completed,1
C01618,A001,John Murphy,2026-03-15 13:06:09.209942,Completed,0
C01619,A006,Aoife Brennan,2025-08-09 13:06:09.210958,Completed,0
C01620,A004,David Byrne,2026-01-19 13:06:09.210958,Delayed,0
C01621,A014,James Fitzgerald,2026-05-10 13:06:09.210958,Completed,0
C01622,A018,Kevin Reilly,2026-06-03 13:06:09.210958,Completed,0
C01623,A006,Aoife Brennan,2025-09-14 13:06:09.210958,Escalated,0
C01624,A018,Kevin Reilly,2025-07-26 13:06:09.212197,Completed,0
C01625,A004,David Byrne,2026-05-02 13:06:09.212197,Completed,0
C01626,A003,Emma Walsh,2025-09-21 13:06:09.212197,Completed,1
C01627,A007,Michael Doyle,2026-01-27 13:06:09.213165,Completed,0
C01628,A013,Brian O'Sullivan,2025-12-06 13:06:09.213165,Completed,0
C01629,A018,Kevin Reilly,2026-04-30 13:06:09.213165,Completed,0
C01630,A015,Sophie Bennett,2026-05-10 13:06:09.213165,Delayed,0
C01631,A005,Mark Kelly,2026-04-04 13:06:09.213165,Completed,0
C01632,A007,Michael Doyle,2025-10-15 13:06:09.214165,Completed,0
C01633,A013,Brian O'Sullivan,2025-12-21 13:06:09.214165,Completed,0
C01634,A016,Daniel Clarke,2026-02-10 13:06:09.214165,Completed,0
C01635,A011,Patrick Nolan,2025-07-29 13:06:09.215165,Completed,0
C01636,A006,Aoife Brennan,2025-11-30 13:06:09.215165,Delayed,1
C01637,A015,Sophie Bennett,2026-01-14 13:06:09.215165,Delayed,0
C01638,A001,John Murphy,2026-05-08 13:06:09.216164,Completed,0
C01639,A002,Sarah O'Connor,2025-12-25 13:06:09.216164,Completed,1
C01640,A016,Daniel Clarke,2025-09-13 13:06:09.216164,Completed,0
C01641,A003,Emma Walsh,2025-11-24 13:06:09.217181,Completed,0
C01642,A005,Mark Kelly,2025-11-21 13:06:09.217181,Escalated,0
C01643,A004,David Byrne,2025-08-04 13:06:09.217181,Escalated,0
C01644,A011,Patrick Nolan,2026-01-31 13:06:09.218182,Completed,0
C01645,A012,Rachel McCarthy,2026-04-25 13:06:09.218182,Completed,0
C01646,A018,Kevin Reilly,2025-09-01 13:06:09.218182,Completed,0
C01647,A011,Patrick Nolan,2026-03-28 13:06:09.219182,Completed,0
C01648,A006,Aoife Brennan,2026-05-19 13:06:09.219182,Completed,1
C01649,A003,Emma Walsh,2026-06-15 13:06:09.219182,Completed,0
C01650,A016,Daniel Clarke,2026-01-01 13:06:09.220184,Completed,0
C01651,A010,Laura Hughes,2026-01-04 13:06:09.220184,Completed,0
C01652,A009,Conor Flynn,2026-06-29 13:06:09.220184,Delayed,0
C01653,A013,Brian O'Sullivan,2026-07-02 13:06:09.220184,Delayed,0
C01654,A004,David Byrne,2026-03-07 13:06:09.221182,Completed,0
C01655,A002,Sarah O'Connor,2025-07-28 13:06:09.221182,Completed,0
C01656,A018,Kevin Reilly,2026-06-14 13:06:09.221182,Completed,0
C01657,A010,Laura Hughes,2026-06-13 13:06:09.222196,Completed,0
C01658,A013,Brian O'Sullivan,2026-01-13 13:06:09.222196,Completed,0
C01659,A016,Daniel Clarke,2025-10-15 13:06:09.223181,Completed,0
C01660,A001,John Murphy,2026-05-28 13:06:09.223181,Completed,0
C01661,A011,Patrick Nolan,2026-04-07 13:06:09.223181,Completed,0
C01662,A002,Sarah O'Connor,2025-09-02 13:06:09.224166,Escalated,0
C01663,A007,Michael Doyle,2025-10-25 13:06:09.224166,Escalated,0
C01664,A011,Patrick Nolan,2026-01-27 13:06:09.224166,Delayed,1
C01665,A006,Aoife Brennan,2026-03-20 13:06:09.224166,Delayed,0
C01666,A010,Laura Hughes,2026-05-05 13:06:09.225181,Completed,1
C01667,A010,Laura Hughes,2026-03-31 13:06:09.225181,Escalated,0
C01668,A018,Kevin Reilly,2025-07-21 13:06:09.225181,Completed,0
C01669,A007,Michael Doyle,2026-06-15 13:06:09.226166,Delayed,0
C01670,A004,David Byrne,2025-12-11 13:06:09.226166,Completed,0
C01671,A004,David Byrne,2025-08-05 13:06:09.226166,Completed,0
C01672,A009,Conor Flynn,2026-04-22 13:06:09.227189,Completed,0
C01673,A013,Brian O'Sullivan,2026-05-24 13:06:09.227189,Completed,1
C01674,A007,Michael Doyle,2025-12-03 13:06:09.227189,Delayed,0
C01675,A006,Aoife Brennan,2026-01-24 13:06:09.228181,Completed,1
C01676,A003,Emma Walsh,2025-12-16 13:06:09.228181,Completed,0
C01677,A018,Kevin Reilly,2025-12-12 13:06:09.228181,Completed,0
C01678,A006,Aoife Brennan,2026-01-03 13:06:09.229182,Completed,0
C01679,A016,Daniel Clarke,2025-12-26 13:06:09.229182,Completed,0
C01680,A015,Sophie Bennett,2026-06-11 13:06:09.229182,Completed,0
C01681,A006,Aoife Brennan,2026-04-03 13:06:09.229182,Completed,1
C01682,A003,Emma Walsh,2026-04-30 13:06:09.230181,Completed,0
C01683,A018,Kevin Reilly,2025-12-26 13:06:09.230181,Completed,0
C01684,A011,Patrick Nolan,2025-09-03 13:06:09.231164,Delayed,1
C01685,A011,Patrick Nolan,2025-07-16 13:06:09.231164,Escalated,0
C01686,A002,Sarah O'Connor,2026-05-09 13:06:09.231164,Completed,0
C01687,A008,Niamh Ryan,2025-07-26 13:06:09.231164,Delayed,1
C01688,A003,Emma Walsh,2025-11-07 13:06:09.232164,Completed,0
C01689,A016,Daniel Clarke,2026-03-19 13:06:09.232164,Completed,0
C01690,A001,John Murphy,2026-01-25 13:06:09.232164,Completed,1
C01691,A011,Patrick Nolan,2026-04-15 13:06:09.232164,Delayed,0
C01692,A003,Emma Walsh,2025-09-11 13:06:09.233182,Completed,0
C01693,A002,Sarah O'Connor,2026-01-06 13:06:09.233182,Completed,0
C01694,A014,James Fitzgerald,2026-04-07 13:06:09.233182,Delayed,1
C01695,A006,Aoife Brennan,2026-02-04 13:06:09.234166,Completed,1
C01696,A015,Sophie Bennett,2025-11-18 13:06:09.234166,Completed,0
C01697,A001,John Murphy,2025-09-23 13:06:09.234166,Completed,0
C01698,A013,Brian O'Sullivan,2025-08-04 13:06:09.235184,Completed,0
C01699,A002,Sarah O'Connor,2025-07-20 13:06:09.235184,Completed,0
C01700,A007,Michael Doyle,2026-02-28 13:06:09.235184,Completed,0
C01701,A009,Conor Flynn,2026-07-09 13:06:09.236182,Completed,0
C01702,A013,Brian O'Sullivan,2025-10-20 13:06:09.236182,Completed,0
C01703,A002,Sarah O'Connor,2026-04-02 13:06:09.236182,Delayed,0
C01704,A013,Brian O'Sullivan,2025-09-23 13:06:09.237182,Completed,0
C01705,A007,Michael Doyle,2026-02-23 13:06:09.237182,Completed,0
C01706,A010,Laura Hughes,2025-09-30 13:06:09.237182,Completed,1
C01707,A015,Sophie Bennett,2026-05-09 13:06:09.237182,Escalated,0
C01708,A006,Aoife Brennan,2026-04-19 13:06:09.238181,Completed,0
C01709,A018,Kevin Reilly,2026-03-31 13:06:09.238181,Escalated,1
C01710,A004,David Byrne,2026-02-27 13:06:09.238181,Completed,0
C01711,A005,Mark Kelly,2026-01-07 13:06:09.238181,Completed,1
C01712,A005,Mark Kelly,2025-07-13 13:06:09.239181,Completed,0
C01713,A013,Brian O'Sullivan,2026-04-10 13:06:09.239181,Completed,0
C01714,A007,Michael Doyle,2026-04-18 13:06:09.239181,Completed,0
C01715,A007,Michael Doyle,2025-10-07 13:06:09.240181,Completed,0
C01716,A010,Laura Hughes,2025-12-16 13:06:09.240181,Completed,0
C01717,A006,Aoife Brennan,2025-10-19 13:06:09.240181,Completed,1
C01718,A016,Daniel Clarke,2026-05-12 13:06:09.241181,Completed,1
C01719,A007,Michael Doyle,2025-09-02 13:06:09.241181,Escalated,0
C01720,A001,John Murphy,2025-11-27 13:06:09.241181,Delayed,1
C01721,A015,Sophie Bennett,2026-01-25 13:06:09.241181,Completed,0
C01722,A001,John Murphy,2026-02-19 13:06:09.242166,Completed,0
C01723,A013,Brian O'Sullivan,2025-11-20 13:06:09.242166,Completed,0
C01724,A018,Kevin Reilly,2025-08-29 13:06:09.242166,Completed,0
C01725,A003,Emma Walsh,2026-04-08 13:06:09.242166,Delayed,1
C01726,A012,Rachel McCarthy,2026-02-01 13:06:09.243166,Completed,1
C01727,A004,David Byrne,2025-09-27 13:06:09.243166,Delayed,0
C01728,A001,John Murphy,2025-08-15 13:06:09.243166,Completed,0
C01729,A005,Mark Kelly,2026-04-25 13:06:09.244166,Completed,0
C01730,A016,Daniel Clarke,2026-03-31 13:06:09.244166,Completed,0
C01731,A002,Sarah O'Connor,2025-11-13 13:06:09.244166,Delayed,0
C01732,A007,Michael Doyle,2025-08-07 13:06:09.244166,Delayed,0
C01733,A003,Emma Walsh,2026-04-18 13:06:09.245164,Completed,0
C01734,A007,Michael Doyle,2026-01-06 13:06:09.245164,Delayed,0
C01735,A018,Kevin Reilly,2025-12-27 13:06:09.245164,Completed,0
C01736,A004,David Byrne,2026-07-07 13:06:09.246181,Delayed,0
C01737,A015,Sophie Bennett,2025-11-30 13:06:09.246181,Completed,0
C01738,A001,John Murphy,2026-06-20 13:06:09.246181,Completed,0
C01739,A016,Daniel Clarke,2025-11-17 13:06:09.246181,Completed,0
C01740,A008,Niamh Ryan,2025-10-17 13:06:09.247182,Escalated,0
C01741,A006,Aoife Brennan,2025-12-25 13:06:09.247182,Delayed,0
C01742,A002,Sarah O'Connor,2025-11-15 13:06:09.247182,Escalated,0
C01743,A015,Sophie Bennett,2025-11-03 13:06:09.247182,Completed,0
C01744,A008,Niamh Ryan,2026-01-23 13:06:09.248182,Completed,1
C01745,A018,Kevin Reilly,2025-11-02 13:06:09.248182,Delayed,1
C01746,A003,Emma Walsh,2026-03-22 13:06:09.248182,Completed,1
C01747,A007,Michael Doyle,2025-09-03 13:06:09.249182,Completed,0
C01748,A013,Brian O'Sullivan,2025-09-23 13:06:09.249182,Completed,0
C01749,A001,John Murphy,2025-12-27 13:06:09.249182,Delayed,0
C01750,A006,Aoife Brennan,2026-02-01 13:06:09.250164,Completed,1
C01751,A001,John Murphy,2025-09-13 13:06:09.250164,Completed,0
C01752,A018,Kevin Reilly,2026-05-15 13:06:09.250164,Completed,0
C01753,A003,Emma Walsh,2026-03-21 13:06:09.250164,Completed,0
C01754,A013,Brian O'Sullivan,2026-01-22 13:06:09.251182,Completed,0
C01755,A015,Sophie Bennett,2025-11-01 13:06:09.251182,Completed,0
C01756,A013,Brian O'Sullivan,2026-02-12 13:06:09.251182,Completed,0
C01757,A014,James Fitzgerald,2026-06-25 13:06:09.251182,Delayed,0
C01758,A007,Michael Doyle,2025-10-27 13:06:09.252185,Completed,0
C01759,A016,Daniel Clarke,2025-08-14 13:06:09.252185,Completed,0
C01760,A003,Emma Walsh,2026-06-07 13:06:09.252185,Completed,0
